,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_measured
234,163,208,193,339,201,201,201,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CO,Methanol,0.6869,0.0208,NC1=CC(C)=CC=C1C.CO,0.08835691429626669,0.5985430857037333
220,207,296,340,343,174,174,174,4-Benzoylbenzoic acid,Z106,611-95-0,226.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CO,Methanol,0.8486,0.039,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CO,0.08623730642326843,0.9348373064232685
103,148,290,383,196,133,133,133,,Z174,327-92-4,204.0,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],CO,Methanol,0.5337,0.0157,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-].CO,0.08578057666979377,0.6194805766697937
68,58,42,51,64,117,117,117,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,CO,Methanol,0.9515,0.0071,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.CO,0.0850804920276459,0.8664195079723541
96,131,354,160,133,107,107,107,,Z15,623-26-7,256.0,N#CC1=CC=C(C#N)C=C1,CO,Methanol,0.3099,0.0169,N#CC1=CC=C(C#N)C=C1.CO,0.083934234442749,0.393834234442749
85,62,68,222,96,139,139,139,,Z45,4774-14-5,149.0,ClC1=CN=CC(Cl)=N1,CO,Methanol,0.159,0.0495,ClC1=CN=CC(Cl)=N1.CO,0.0834721742373205,0.2424721742373205
33,65,122,162,53,141,141,141,Tetracycline hydrochloride,AP7,64-75-5,480.1299434,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O,CO,Methanol,0.836,0.0777,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O.CO,0.08265378680114299,0.918653786801143
59,102,95,114,78,367,367,368,"1,3-Diiodobenzene",Z35,626-00-6,329.0,IC1=CC(I)=CC=C1,CO,Methanol,0.5103,0.0075,IC1=CC(I)=CC=C1.CO,0.0826348691741679,0.4276651308258321
119,247,184,134,181,242,242,243,"1,3,5-Trimethoxybenzene",CK30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.7592,0.0357,COC1=CC(OC)=CC(OC)=C1.CO,0.08198179261361982,0.6772182073863802
181,364,313,288,329,348,348,349,Dipyridamole,AP5,58-32-2,504.0,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,CO,Methanol,0.9984,0.0002,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO.CO,0.08177443832876596,1.080174438328766
88,114,156,116,170,38,38,38,SACCHARIN,CB2,81-07-2,183.0,O=C1N[S](=O)(=O)c2ccccc12,CO,Methanol,1.0,0.0,O=C1N[S](=O)(=O)c2ccccc12.CO,0.08106654098076538,0.9189334590192346
61,85,102,81,177,72,72,72,,Z36,7226-23-5,128.0,O=C1N(C)CCCN1C,CO,Methanol,0.5232,0.0295,O=C1N(C)CCCN1C.CO,0.08092678906269768,0.6041267890626977
101,100,107,135,176,342,342,343,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CO,Methanol,0.4509,0.0949,Cc1ccc(I)cc1.CO,0.07966168193270895,0.3712383180672911
107,167,139,213,116,104,104,104,"2,3,5,6-Tetrafluoro-1,4-benzenedimethanol",Z85,92339-07-6,210.0,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,CO,Methanol,0.8138,0.0392,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O.CO,0.07861531760948737,0.8924153176094873
264,52,53,106,174,290,290,291,,Z59,122-95-2,166.0,CCOC1=CC=C(OCC)C=C1,CO,Methanol,0.6885,0.0197,CCOC1=CC=C(OCC)C=C1.CO,0.07792531224136268,0.6105746877586373
147,199,264,244,141,235,235,236,2-nitrotoluene,Z131,88-72-2,137.0,CC1=CC=CC=C1[N+](=O)[O-],CO,Methanol,0.3405,0.0468,CC1=CC=CC=C1[N+](=O)[O-].CO,0.07764333986247707,0.4181433398624771
30,98,80,125,65,296,296,297,"4,4'-(hexafluoroisopropylidene) dianiline",CA18,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,CO,Methanol,0.8414,0.0088,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.CO,0.07752184535183915,0.9189218453518392
162,253,268,387,290,244,244,245,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8011,0.0048,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO,0.07747758569779617,0.8785775856977962
34,89,92,119,88,284,284,285,,Z165,24596-19-8,200.0,CC1=CC(=CC(=C1N)C)Br,CO,Methanol,0.6225,0.0424,CC1=CC(=CC(=C1N)C)Br.CO,0.07678261971968514,0.6992826197196852
82,101,85,80,38,91,91,91,Sesamol,CJ74,533-31-3,138.12,C1OC2=C(O1)C=C(C=C2)O,CO,Methanol,0.8824,0.0204,C1OC2=C(O1)C=C(C=C2)O.CO,0.0764553681556086,0.8059446318443914
252,234,332,239,334,53,53,53,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CO,Methanol,0.2119,0.0208,C1=CC=C(C=C1)N.CO,0.07600037709338692,0.1358996229066131
223,218,266,272,270,341,341,342,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CO,Methanol,0.2957,0.0163,Cc1ccc(I)cc1.CO,0.07553831806729105,0.3712383180672911
106,297,212,146,114,147,147,147,N-Phenylmaleimide,D41,941-69-5,173.0,O=C(N1C2=CC=CC=C2)C=CC1=O,CO,Methanol,0.5874,0.0526,O=C(N1C2=CC=CC=C2)C=CC1=O.CO,0.07465616331638392,0.662056163316384
167,192,116,188,256,240,240,241,"1-CHLORO-4-NITROBENZENE, 99%",Z128,100-00-5,157.0,O=[N+](C1=CC=C(Cl)C=C1)[O-],CO,Methanol,0.3506,0.012,O=[N+](C1=CC=C(Cl)C=C1)[O-].CO,0.07444154943835524,0.2761584505616448
176,266,278,369,300,243,243,244,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8054,0.0252,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO,0.0731775856977962,0.8785775856977962
221,317,281,348,327,116,116,116,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CO,Methanol,0.9968,0.0049,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CO,0.073125707322505,1.069925707322505
129,205,334,390,199,387,387,388,,Z49,14348-75-5,336.0,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,CO,Methanol,0.8055,0.0242,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2.CO,0.07246561781476946,0.8779656178147695
91,173,146,232,172,269,269,270,"2,3,5-TRIMETHYLPNEOL",Z151,697-82-5,136.0,CC1=CC(=C(C(=C1)O)C)C,CO,Methanol,0.7515,0.0152,CC1=CC(=C(C(=C1)O)C)C.CO,0.0724314959315302,0.8239314959315301
146,105,226,198,144,108,108,108,Phthalimide,D34,85-41-6,147.0,O=C(N1)C2=CC=CC=C2C1=O,CO,Methanol,0.6412,0.0312,O=C(N1)C2=CC=CC=C2C1=O.CO,0.07123648459376308,0.7124364845937631
174,195,119,194,266,229,229,230,"1-CHLORO-4-NITROBENZENE, 99%",D20,100-00-5,157.0,[O-][N+](=O)c1ccc(Cl)cc1,CO,Methanol,0.3473,0.1145,[O-][N+](=O)c1ccc(Cl)cc1.CO,0.07114158091170858,0.2761584190882914
49,149,108,164,105,166,166,166,,Z183,1124-11-4,136.0,CC1=C(N=C(C(=N1)C)C)C,CO,Methanol,0.6975,0.0158,CC1=C(N=C(C(=N1)C)C)C.CO,0.07090720518603699,0.768407205186037
177,200,365,304,368,17,17,17,4-AMINO-3-NITROBENZOIC ACID,Z148,1588-83-6,182.0,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,CO,Methanol,0.7007,0.0302,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N.CO,0.07074146463321473,0.7714414646332147
79,96,62,37,29,250,250,251,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CO,Methanol,0.1112,0.0351,C#Cc1ccccc1.CO,0.0705092775842833,0.1817092775842833
227,329,289,353,317,122,122,122,"4-[3,5-bis(4-carboxyphenyl)phenyl]benzoic acid",Z80,50446-44-1,484.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,CO,Methanol,1.0,0.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O.CO,0.0699257387958585,1.0699257387958585
70,75,78,78,87,12,12,12,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.9999,0.0,OC(C(O)=O)C1=CC=CC=C1.CO,0.06947824768849997,0.9304217523115
161,180,224,192,238,214,214,215,"2,2,2-Trimethylpropionanilide",D36,61495-04-3,191.0,O=C(NC1=C(C)C=CC=C1)C(C)(C)C,CO,Methanol,0.9939,0.0011,O=C(NC1=C(C)C=CC=C1)C(C)(C)C.CO,0.06789919948037237,0.9260008005196276
152,117,276,215,253,254,254,255,,Z178,69113-59-3,229.0,C1=CC(=CC(=C1)I)C#N,CO,Methanol,0.3402,0.0627,C1=CC(=CC(=C1)I)C#N.CO,0.06683711734350972,0.4070371173435097
100,206,178,186,210,320,320,321,Sertraline hydrochloride,AP32,79559-97-0,342.69,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CO,Methanol,1.0,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.CO,0.0666139613742136,0.9333860386257864
139,181,165,201,205,216,216,217,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CO,Methanol,0.8492,0.0181,O=C1NC2=C(C=CC(Br)=C2)C1.CO,0.06639770128735101,0.782802298712649
164,84,132,89,127,192,192,192,,Z16,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.8972,0.0086,OC1=C(O)C=C2C=CC=CC2=C1.CO,0.06578406195247255,0.8314159380475274
228,130,183,241,321,178,178,178,"4-BROMOANILINE, 97%",CC3,106-40-1,170.0,Nc1ccc(Br)cc1,CO,Methanol,0.3398,0.0598,Nc1ccc(Br)cc1.CO,0.06435218628421308,0.2754478137157869
275,154,170,143,330,8,8,8,Metformin Hydrochloride,"AP58, RB33",1115-70-4,165.0781231,CN(C)C(=N)N=C(N)N,CO,Methanol,0.8473,0.0796,CN(C)C(=N)N=C(N)N.CO,0.06434855796363592,0.911648557963636
102,92,104,107,129,328,328,329,"1,4-dibromo-2,5-dimethoxybenzene",CB130,2674-34-2,293.8891037,COC1=C(Br)C=C(OC)C(Br)=C1,CO,Methanol,0.8963,0.0076,COC1=C(Br)C=C(OC)C(Br)=C1.CO,0.06350198045404742,0.8327980195459526
109,313,315,195,229,16,16,16,2-amino-4-methyl-1H-pyrimidin-6-one,Z101,3977-29-5,125.0,CC1=CC(=O)NC(=N1)N,CO,Methanol,0.6997,0.0093,CC1=CC(=O)NC(=N1)N.CO,0.0634597682378718,0.6362402317621282
108,139,113,140,97,164,164,164,2-chloroaniline,Z169,95-51-2,127.6,C1=CC=C(C(=C1)N)Cl,CO,Methanol,0.1985,0.0166,C1=CC=C(C(=C1)N)Cl.CO,0.0629744631244023,0.2614744631244023
125,164,121,131,109,43,43,43,4-Hydroxyindole,RSY94,2380-94-1,133.15,C1=CC2=C(C=CN2)C(=C1)O,CO,Methanol,0.5323,0.0293,C1=CC2=C(C=CN2)C(=C1)O.CO,0.062256765185295215,0.5945567651852952
197,151,129,133,240,299,299,300,"9-ANTHRACENEMETHANOL, 97%",D9,1468-95-7,208.0,OCc1c2ccccc2cc3ccccc13,CO,Methanol,0.9483,0.0011,OCc1c2ccccc2cc3ccccc13.CO,0.061883346177051934,0.8864166538229481
302,278,381,279,294,54,54,54,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CO,Methanol,0.1972,0.0454,C1=CC=C(C=C1)N.CO,0.0613003770933869,0.1358996229066131
232,254,336,379,396,157,157,157,trans-4-Cyclohexyl-L-proline hydrochloride,D44,90657-55-9,233.0,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1,CO,Methanol,0.9415,0.0947,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1.CO,0.060731654369129195,1.0022316543691292
105,160,127,245,120,118,118,118,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,CO,Methanol,0.9617,0.0067,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.CO,0.060643122437677555,0.9010568775623224
189,90,147,138,236,82,82,82,"2,4,6-trimethylbenzoic acid",CA34,480-63-7,164.0837296,O=C(O)C1=C(C)C=C(C)C=C1C,CO,Methanol,1.0,0.0,O=C(O)C1=C(C)C=C(C)C=C1C.CO,0.0597548475797508,0.9402451524202492
198,222,383,275,218,205,205,206,"4-NITROANISOLE, 97%",D21,100-17-4,153.0,COc1ccc(cc1)[N+]([O-])=O,CO,Methanol,0.283,0.0972,COc1ccc(cc1)[N+]([O-])=O.CO,0.05943997941554324,0.3424399794155432
191,129,114,94,342,334,334,335,"1,8-DICHLOROANTHRAQUINONE, 97%",CE6,82-43-9,276.0,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,CO,Methanol,0.9373,0.0011,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12.CO,0.059176307267903794,0.8781236927320962
263,198,144,205,399,93,93,93,5-Fluoroisatin,CC67,443-69-6,165.02,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.7906,0.0063,O=C1NC2=C(C=C(F)C=C2)C1=O.CO,0.05877166508775411,0.7318283349122459
205,343,373,396,251,131,131,131,"2-NITROPHENOL, 98%",D18,88-75-5,139.0,Oc1ccccc1[N+]([O-])=O,CO,Methanol,0.3768,0.0238,Oc1ccccc1[N+]([O-])=O.CO,0.05871411305729718,0.4355141130572972
314,264,295,267,361,42,42,42,BIOTIN,CD1,58-85-5,244.0,OC(=O)CCCCC1SCC2NC(=O)NC12,CO,Methanol,0.9163,0.0357,OC(=O)CCCCC1SCC2NC(=O)NC12.CO,0.05846139680975304,0.974761396809753
259,291,357,354,268,331,331,332,ANETHOL,Z156,4180-23-8,148.0,CC=CC1=CC=C(C=C1)OC,CO,Methanol,0.4731,0.0259,CC=CC1=CC=C(C=C1)OC.CO,0.05843733138365731,0.5315373313836573
145,183,250,230,247,47,47,47,2-AMINOBENZAMIDE,S168,88-68-6,136.15,NC(=O)c1ccccc1N,CO,Methanol,0.6149,0.0219,NC(=O)c1ccccc1N.CO,0.05716585813792996,0.67206585813793
92,88,86,86,98,11,11,11,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.9874,0.0011,OC(C(O)=O)C1=CC=CC=C1.CO,0.05697824768850002,0.9304217523115
208,80,169,259,377,371,371,372,"2-bromo-1,3-dimethylbenzene",Z117,576-22-7,185.0,CC1=C(C(=CC=C1)C)Br,CO,Methanol,0.7337,0.0504,CC1=C(C(=CC=C1)C)Br.CO,0.056894394506776136,0.6768056054932239
141,212,117,97,147,150,150,150,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CO,Methanol,0.4794,0.0203,CN(C=O)C1=CC=CC=C1.CO,0.05648410048162439,0.5358841004816244
242,270,239,255,366,34,34,34,TARTRAZINE,"fridge top, large acros bottle",1934-21-0,534.36,O=C1N(C2=CC=C(S(=O)(O)=O)C=C2)N=C(C(O)=O)C1N=NC3=CC=C(S(=O)(O)=O)C=C3,CO,Methanol,1.0,0.0,O=C1N(C2=CC=C(S(=O)(O)=O)C=C2)N=C(C(O)=O)C1N=NC3=CC=C(S(=O)(O)=O)C=C3.CO,0.05638791646847929,1.0563879164684793
254,150,283,303,347,69,69,69,2-Cyclohexenone,Z177,930-68-7,96.0,C1CC=CC(=O)C1,CO,Methanol,0.4067,0.0207,C1CC=CC(=O)C1.CO,0.05583320009604037,0.4625332000960404
114,115,137,155,80,169,169,169,8-Aminoquinoline,D43,578-66-5,144.0,NC1=C2N=CC=CC2=CC=C1,CO,Methanol,0.4531,0.0662,NC1=C2N=CC=CC2=CC=C1.CO,0.05551618511109718,0.5086161851110972
268,239,247,268,389,160,160,160,4-chloroaniline,Z142,106-47-8,127.0,NC1=CC=C(Cl)C=C1,CO,Methanol,0.2892,0.0351,NC1=CC=C(Cl)C=C1.CO,0.054876339898216026,0.234323660101784
272,362,367,377,371,380,380,381,"COUMARIN 6, 98%",D13,38215-36-0,350.0,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,CO,Methanol,1.0,0.0,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3.CO,0.05404938336599785,1.0540493833659978
266,193,174,207,252,32,32,32,Thiamine hydrochloride (Vitamin B1),AP24,67-03-8,336.0578376,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,CO,Methanol,1.0,0.0,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1.CO,0.05354556411242517,0.9464544358875748
99,214,153,176,161,316,316,317,Thymol blue,CB111,76-61-9,466.59,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,CO,Methanol,1.0,0.0,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21.CO,0.053110847968350416,1.0531108479683504
248,170,341,373,346,143,143,143,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139.0,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.387,0.0293,OC1=CC=CC([N+]([O-])=O)=C1.CO,0.0522876894435958,0.4392876894435958
54,64,124,109,128,188,188,188,"alpha, alpha-Dipyridyl (the name is good)",CA113,366-18-7,158.18,C1=CC=NC(=C1)C2=CC=CC=N2,CO,Methanol,0.7217,0.0138,C1=CC=NC(=C1)C2=CC=CC=N2.CO,0.05227282453318283,0.6694271754668172
149,127,90,128,203,232,232,233,DL-Propranolol hydrochloride,AP2,318-98-9,295.0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CO,Methanol,0.9922,0.0002,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.CO,0.05215037578759396,0.940049624212406
137,368,303,318,226,220,220,221,Propiophenone,D37,93-55-0,135.0,CCC(C1=CC=CC=C1)=O,CO,Methanol,0.5789,0.0191,CCC(C1=CC=CC=C1)=O.CO,0.05196000363273434,0.6308600036327343
269,229,202,264,275,48,48,48,2-AMINOBENZAMIDE,CK 16,88-68-6,136.0,C1=CC=C(C(=C1)C(=O)N)N,CO,Methanol,0.7238,0.0198,C1=CC=C(C(=C1)C(=O)N)N.CO,0.051734133993731723,0.6720658660062683
165,158,162,154,224,311,311,312,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CO,Methanol,0.9426,0.0046,CC1=CC(O)=C(C(C)C)C=C1.CO,0.05154955583298004,0.89105044416702
168,188,277,238,386,313,313,314,,Z175,95-50-1,147.0,C1=CC=C(C(=C1)Cl)Cl,CO,Methanol,0.338,0.0133,C1=CC=C(C(=C1)Cl)Cl.CO,0.05133624765537981,0.2866637523446202
359,153,249,254,289,128,128,128,"1-ADAMANTYLAMINE, 98%",CA4,768-94-5,151.0,NC12CC3CC(CC(C3)C1)C2,CO,Methanol,0.938,0.0118,NC12CC3CC(CC(C3)C1)C2.CO,0.050619838187965005,0.988619838187965
183,121,140,124,198,267,267,268,PYRIMETHAMINE,AP23,58-14-0,248.0828741,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.9924,0.0087,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO,0.05052913872118692,0.941870861278813
212,249,228,277,311,257,257,258,Naphthol blue black,CO39,1064-48-8,616.0059066,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O,CO,Methanol,0.9998,0.0,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O.CO,0.05026665080984438,1.0500666508098444
187,174,134,120,148,119,119,119,2-Amino-5-bromobenzoic acid,RB54,5794-88-7,216.03,C1=CC(=C(C=C1Br)C(=O)O)N,CO,Methanol,0.9018,0.0313,C1=CC(=C(C=C1Br)C(=O)O)N.CO,0.04980565834340778,0.8519943416565923
225,152,190,221,335,211,211,212,,Z38,624-28-2,237.0,BrC1=CN=C(Br)C=C1,CO,Methanol,0.3549,0.0526,BrC1=CN=C(Br)C=C1.CO,0.04913670610636878,0.3057632938936312
315,211,185,295,405,62,62,62,4-aminobenzonitrile,Z140,873-74-5,118.0,N#CC1=CC=C(N)C=C1,CO,Methanol,0.3825,0.0275,N#CC1=CC=C(N)C=C1.CO,0.04818631453251043,0.3343136854674896
293,237,167,228,380,92,92,92,5-Fluoroisatin,CC67,443-69-6,165.0226066,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.7799,0.0254,O=C1NC2=C(C=C(F)C=C2)C1=O.CO,0.04807166508775418,0.7318283349122459
309,296,328,355,356,113,113,113,"5,5'-Dithiobis(2-nitrobenzoic acid)",RB45,69-78-3,395.9722072,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,CO,Methanol,0.9256,0.024,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O.CO,0.04806738304643243,0.9736673830464324
230,168,135,298,139,99,99,99,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CO,Methanol,0.1789,0.0739,CC1=NC=CC=C1.CO,0.04793061002363869,0.2268306100236387
342,374,385,313,374,123,123,123,Nizatidine,RB32,76963-41-2,331.1136669,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O,CO,Methanol,0.9932,0.0028,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O.CO,0.047842012936403555,1.0410420129364035
190,126,149,130,204,266,266,267,PYRIMETHAMINE,AP23,58-14-0,248.0,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.9893,0.0004,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO,0.047429138721186925,0.941870861278813
237,284,369,307,397,187,187,187,(R)-(?)-1-Indanol,CA170,697-64-3,134.0731649,O[C@@H]1CCC2=C1C=CC=C2,CO,Methanol,0.8182,0.0254,O[C@@H]1CCC2=C1C=CC=C2.CO,0.04738125139998961,0.7708187486000104
117,106,187,142,115,64,64,64,"1,5-Diaminonaphthalene",CK5,2243-62-1,158.0,C1=CC2=C(C=CC=C2N)C(=C1)N,CO,Methanol,0.591,0.0107,C1=CC2=C(C=CC=C2N)C(=C1)N.CO,0.047314852928220574,0.6383148529282205
273,225,371,321,404,374,374,375,Triptycene,CB135,477-75-8,254.1095504,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5,CO,Methanol,1.0,0.0,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5.CO,0.04710156811230404,0.952898431887696
