,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_measured
178,196,195,217,273,85,85,85,"(1R,2S)-(-)-N-Methylephedrine",AP4,552-79-4,179.1310142,CC(C(C1=CC=CC=C1)O)N(C)C,CO,Methanol,0.9983,0.0002,CC(C(C1=CC=CC=C1)O)N(C)C.CO,0.046952134339684815,0.9513478656603152
320,251,310,365,243,351,351,352,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CO,Methanol,0.6144,0.0073,CC1=CC=CC2=CC=CC=C12.CO,0.0469456239514936,0.5674543760485063
297,295,361,319,391,391,391,392,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CO,Methanol,1.0,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CO,0.04655523172048448,1.0465552317204845
206,228,188,122,241,258,258,259,,Z8,5779-95-3,134.0,O=CC1=CC(C)=CC(C)=C1,CO,Methanol,0.7832,0.0388,O=CC1=CC(C)=CC(C)=C1.CO,0.045990229168424435,0.7372097708315756
169,227,323,302,154,90,90,90,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CO,Methanol,0.6915,0.0901,O=C1NC2=C(C=CC=C2F)C1=O.CO,0.04584005477787212,0.7373400547778721
116,299,168,269,192,36,36,36,"2-AMINOPHENOL, 98%",D26,95-55-6,109.0,OC1=CC=CC=C1N,CO,Methanol,0.3502,0.0558,OC1=CC=CC=C1N.CO,0.04490698537988719,0.3951069853798872
245,370,345,370,379,402,402,403,Losartan,AP53,124750-99-8,422.162187,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl,CO,Methanol,1.0,0.0,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl.CO,0.04455255077186937,1.0445525507718694
143,204,251,211,201,286,286,287,2-Acetonaphthone,CL12,93-08-3,170.0731649,CC(C1=CC=C2C=CC=CC2=C1)=O,CO,Methanol,0.657,0.0837,CC(C1=CC=C2C=CC=CC2=C1)=O.CO,0.04452641606142271,0.7015264160614227
244,219,245,310,331,262,262,263,Tadalafil,CA114,171596-29-5,389.4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CO,Methanol,1.0,0.0,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O.CO,0.044265378346254436,0.9557346216537456
282,242,386,328,401,373,373,374,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CO,Methanol,0.997,0.0003,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CO,0.044101568112304035,0.952898431887696
317,217,288,287,358,384,384,385,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CO,Methanol,0.8174,0.0624,CC1=CC(Br)=C(Br)C=C1C.CO,0.04393169075111647,0.7734683092488835
216,372,352,326,211,301,301,302,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CO,Methanol,0.2756,0.0299,COC1=CC=C(Br)C=C1.CO,0.04260675625080257,0.3182067562508026
35,169,118,129,173,121,121,121,(R)-(_)-_-Methylcyclohexanemethylamine,D35,5913-13-3,127.0,N[C@H](C)C1CCCCC1,CO,Methanol,0.984,0.0086,N[C@H](C)C1CCCCC1.CO,0.04247713958945598,0.941522860410544
215,314,233,280,215,172,172,172,Thiacloprid,AP45,111988-49-9,252.023645,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,CO,Methanol,0.8876,0.0087,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl.CO,0.04244171790652318,0.8451582820934768
277,289,210,327,272,294,294,295,"1-NITRONAPHTHALENE, 99%",Z132,86-57-7,173.0,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],CO,Methanol,0.546,0.0296,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-].CO,0.042273939959538764,0.5037260600404613
352,201,300,242,298,280,280,281,Diisopropyl succinate,Z20,924-88-9,202.0,CC(C)OC(=O)CCC(=O)OC(C)C,CO,Methanol,0.9202,0.007,CC(C)OC(=O)CCC(=O)OC(C)C.CO,0.041997989502868815,0.9621979895028688
196,133,158,98,184,209,209,210,Dimethyl 5-hydroxyisophthalate,Z44,13036-02-7,210.0,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1,CO,Methanol,0.9511,0.0106,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1.CO,0.041834714510668114,0.9092652854893318
195,306,359,384,274,190,190,190,"4-amino-3,5-dimethylbenzonitrile",Z173,74896-24-5,146.0,CC1=CC(=CC(=C1N)C)C#N,CO,Methanol,0.7751,0.0147,CC1=CC(=CC(=C1N)C)C#N.CO,0.04171594116458899,0.733384058835411
292,330,280,339,370,67,67,67,dibenzoyl-L-tartaric acid,CF14,2743-38-6,358.3,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,CO,Methanol,0.9932,0.0013,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O.CO,0.040666654887227316,1.0338666548872273
193,272,331,317,208,325,325,326,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CO,Methanol,0.9877,0.0019,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CO,0.0403181388085192,0.9473818611914808
284,373,380,305,354,71,71,71,,Z36,7226-23-5,128.0,O=C1N(C)CCCN1C,CO,Methanol,0.6442,0.0865,O=C1N(C)CCCN1C.CO,0.04007321093730232,0.6041267890626977
250,318,349,289,326,191,191,191,,Z9,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.7914,0.0338,OC1=C(O)C=C2C=CC=CC2=C1.CO,0.040015938047527455,0.8314159380475274
322,358,307,341,393,98,98,98,4-nitrophenol,Z130,100-02-7,139.0,OC1=CC=C([N+]([O-])=O)C=C1,CO,Methanol,0.3574,0.1011,OC1=CC=C([N+]([O-])=O)C=C1.CO,0.03974060463487,0.39714060463487
337,302,308,391,315,109,109,109,Ranitidine hydrochloride,AP57,66357-59-3,350.1179393,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,CO,Methanol,0.9928,0.0076,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O.CO,0.03964497204191775,1.0324449720419178
172,118,115,206,111,41,41,41,2-Aminopyridine,CP27,504-29-0,94.0,C1=CC=NC(=C1)N,CO,Methanol,0.103,0.0698,C1=CC=NC(=C1)N.CO,0.03963800491752871,0.1426380049175287
148,194,347,257,207,196,196,196,2-amino-4-methyl-benzonitrile,Z96,26830-96-6,132.0,CC1=CC(=C(C=C1)C#N)N,CO,Methanol,0.573,0.0619,CC1=CC(=C(C=C1)C#N)N.CO,0.039522715229116434,0.6125227152291164
298,346,317,345,320,40,40,40,2-(Trifluoromethyl)benzoic acid,Z180,433-97-6,190.0,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,CO,Methanol,0.8763,0.0115,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F.CO,0.038365987035096416,0.9146659870350964
163,328,302,220,165,148,148,148,N-Phenylmaleimide,D41,941-69-5,173.0,O=C(N1C2=CC=CC=C2)C=CC1=O,CO,Methanol,0.6238,0.0069,O=C(N1C2=CC=CC=C2)C=CC1=O.CO,0.03825616331638393,0.662056163316384
238,157,244,329,349,215,215,216,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CO,Methanol,0.6441,0.0209,CC1=NC(N)=CC=C1Br.CO,0.03809267807313632,0.6060073219268637
171,184,120,170,179,84,84,84,"3,4-Dimethoxyaniline",CC63,6315-89-5,153.0789786,NC1=CC=C(OC)C(OC)=C1,CO,Methanol,0.728,0.021,NC1=CC=C(OC)C(OC)=C1.CO,0.038048799010411916,0.6899512009895881
312,236,269,208,299,56,56,56,4-hydroxybenzaldehyde,CK34,123-08-0,122.0367794,O=CC1=CC=C(O)C=C1,CO,Methanol,0.4733,0.0667,O=CC1=CC=C(O)C=C1.CO,0.03725130850669239,0.5105513085066924
240,162,136,149,259,336,336,337,9-(2-Hydroxyethyl)anthracene,CA139,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CO,Methanol,0.9577,0.0039,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13.CO,0.03717040133769722,0.9205295986623028
348,347,311,161,250,332,332,333,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CO,Methanol,0.8876,0.0242,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CO,0.036738850094652054,0.924338850094652
304,356,368,187,312,26,26,26,"3-AMINOPHENOL, 98%",D7,591-27-5,109.0,Nc1cccc(O)c1,CO,Methanol,0.4658,0.0221,Nc1cccc(O)c1.CO,0.036182545590953186,0.4296174544090468
158,268,325,336,137,246,246,247,Menadione,AP28,58-27-5,172.0,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CO,Methanol,0.6691,0.0107,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CO,0.03598498395533789,0.7050849839553379
217,202,235,224,232,276,276,277,Bisphenol A,CR17,80-05-7,228.1150298,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,CO,Methanol,1.0,0.0,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O.CO,0.035930258698556816,0.9640697413014432
327,301,204,263,392,155,155,155,,Z19,33524-31-1,168.0,COC1=CC=C(OC)C(CO)=C1,CO,Methanol,0.7469,0.037,COC1=CC=C(OC)C(CO)=C1.CO,0.03567995520773004,0.78257995520773
231,156,177,123,225,245,245,246,,Z58,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.9142,0.0068,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO,0.03562241430220381,0.8785775856977962
179,172,218,152,302,167,167,167,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9683,0.004,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO,0.034994423002117414,0.9333055769978826
365,361,338,309,323,202,202,202,"1-(3,4,5-trimethoxyphenyl)ethanone",Z79,1136-86-3,210.0,CC(=O)C1=CC(=C(C(=C1)OC)OC)OC,CO,Methanol,0.8917,0.0323,CC(=O)C1=CC(=C(C(=C1)OC)OC)OC.CO,0.03429464747904276,0.9259946474790428
355,252,214,250,285,52,52,52,N-Hydroxyphthalimide,CP32,524-38-9,163.026943,O=C(N1O)C2=CC=CC=C2C1=O,CO,Methanol,0.7667,0.0014,O=C(N1O)C2=CC=CC=C2C1=O.CO,0.033845271824160084,0.73285472817584
182,179,199,260,152,45,45,45,4-Acetoamidophenol,AP37,103-90-2,151.0,OC1=CC=C(NC(C)=O)C=C1,CO,Methanol,0.7775,0.0129,OC1=CC=C(NC(C)=O)C=C1.CO,0.03378778436350938,0.8112877843635093
86,175,166,185,90,233,233,234,,Z184,6837-24-7,167.0,C1CCC(CC1)N2CCCC2=O,CO,Methanol,0.9397,0.0031,C1CCC(CC1)N2CCCC2=O.CO,0.0336564528555634,0.9060435471444366
291,263,372,349,373,224,224,225,NNN'N'-Tetraethylisophthalamide,D42,13698-87-8,276.0,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,CO,Methanol,0.9988,0.0008,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O.CO,0.03239428392549548,1.0311942839254955
239,197,379,351,340,411,411,412,"4,5-dichlorophthalonitrile ",CP8,139152-08-2,195.9595034,N#CC1=CC(Cl)=C(Cl)C=C1C#N,CO,Methanol,0.7124,0.0663,N#CC1=CC(Cl)=C(Cl)C=C1C#N.CO,0.03228108855921541,0.7446810885592154
219,294,301,364,175,385,385,386,Roxithromycin,AP3,80214-83-1,836.5245697,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=N\OCOCCOC,CO,Methanol,0.9986,0.0005,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=N\OCOCCOC.CO,0.031627705769990855,1.030227705769991
303,324,343,378,228,401,401,402,Sulfamethoxazole,AP38,723-46-6,253.0521122,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,CO,Methanol,0.9811,0.0049,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1.CO,0.03134598500015129,1.0124459850001513
207,257,335,392,185,102,102,102,Caffeine,AP19,58-08-2,194.0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CO,Methanol,0.8324,0.0111,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CO,0.03127508733474438,0.8011249126652557
328,191,241,191,155,406,406,407,"1,3,5-Tris(4-hydroxylphenyl)Benzene",CKB34,15797-52-1,354.1255944,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,CO,Methanol,1.0,0.0,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1.CO,0.03122446687138236,1.0312244668713824
354,353,356,43,72,292,292,293,,Z188,935-14-8,126.0,C#CC1=CC=C(C=C1)C#C,CO,Methanol,0.4223,0.0172,C#CC1=CC=C(C=C1)C#C.CO,0.0311303311273457,0.3911696688726543
258,176,230,301,306,50,50,50,a-Methylbenzylamine,CA77,618-36-0,121.0891494,NC(C)C1=CC=CC=C1,CO,Methanol,0.6138,0.0384,NC(C)C1=CC=CC=C1.CO,0.03106739599751307,0.5827326040024869
98,215,176,179,163,407,407,408,"5,5',6,6'-TETRAHYDROXY-3,3,3',3'-TETRAMETHYL-1,1'-SPIROBISINDANE",CL10,77-08-7,340.1674592,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1,CO,Methanol,1.0,0.0,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1.CO,0.0303873071449563,1.0303873071449563
160,216,191,65,82,10,10,10,Phloroglucinol,I4,108-73-6,126.11,Oc1cc(O)cc(O)c1,CO,Methanol,0.8893,0.0075,Oc1cc(O)cc(O)c1.CO,0.03029120781336181,0.8590087921866382
155,128,73,59,124,312,312,313,"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.8665,0.0048,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO,0.029889172532766684,0.8366108274672334
363,245,254,262,304,333,333,334,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CO,Methanol,1.0,0.0,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.CO,0.029828960306661045,0.970171039693339
246,355,234,346,360,304,304,305,Triphenylacetic acid,Z94,595-91-5,288.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O,CO,Methanol,1.0,0.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.CO,0.029786323462257513,1.0297863234622575
341,311,337,325,376,15,15,15,"1H-Pyrrolo[2,3-b]pyridine-3-carboxylic acid",Z111,156270-06-3,162.0,C1=CC2=C(NC=C2C(=O)O)N=C1,CO,Methanol,0.848,0.0347,C1=CC2=C(NC=C2C(=O)O)N=C1.CO,0.029243760718433487,0.8772437607184335
338,332,384,285,288,4,4,4,"4-AMINOPYRIDINE, 98%",D6,504-24-5,94.0,Nc1ccncc1,CO,Methanol,0.1865,0.0154,Nc1ccncc1.CO,0.02910445441839099,0.157395545581609
313,292,320,283,308,81,81,81,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CO,Methanol,0.3403,0.0322,NC1=CC=CC(F)=C1.CO,0.028853720054182408,0.3114462799458176
153,248,227,306,221,382,382,383,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CO,Methanol,0.9966,0.0006,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CO,0.028290139771096956,1.024890139771097
150,142,196,173,169,281,281,282,Diclofenac sodium salt,AP33,15307-79-6,316.9986282,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,CO,Methanol,0.9943,0.0005,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O.CO,0.02781754290216998,0.96648245709783
201,182,171,159,220,300,300,301,Fluoxetine Hydrochloride,AP13,56296-78-7,345.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CO,Methanol,0.9845,0.0015,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.CO,0.027431931047132485,0.9570680689528676
350,352,309,372,363,136,136,136,,Z29,91-76-9,187.0,NC1=NC(N)=NC(C2=CC=CC=C2)=N1,CO,Methanol,0.7701,0.0115,NC1=NC(N)=NC(C2=CC=CC=C2)=N1.CO,0.02703520876132981,0.7971352087613298
321,288,220,299,255,179,179,179,1-BUTYL-2-PYRROLIDONE (tamisolve),CO25,3470-98-2,141.21,CCCCN1CCCC1=O,CO,Methanol,0.837,0.0048,CCCCN1CCCC1=O.CO,0.026979850985478393,0.8639798509854784
345,290,305,333,262,398,398,399,"1,3,5-tri(propan-2-yl)benzene",Z81,717-74-8,204.0,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CO,Methanol,0.9495,0.0242,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C.CO,0.026876231624725966,0.976376231624726
319,315,375,300,318,127,127,127,BENZALDEHYDE,CM5,100-52-7,106.12,O=Cc1ccccc1,CO,Methanol,0.2791,0.0219,O=Cc1ccccc1.CO,0.026660214748765287,0.2524397852512347
157,97,84,212,126,409,409,410,Phenacetin,CP1,62-44-2,179.0946287,CCOC1=CC=C(C=C1)NC(C)=O,CO,Methanol,0.841,0.0056,CCOC1=CC=C(C=C1)NC(C)=O.CO,0.026650078666560884,0.8143499213334391
188,141,207,223,213,183,183,183,"2,6-Diacetylpyridine",Z31,1129-30-2,163.0,CC(=O)C1=NC(=CC=C1)C(=O)C,CO,Methanol,0.9012,0.0234,CC(=O)C1=NC(=CC=C1)C(=O)C.CO,0.026273307557046044,0.874926692442954
361,345,340,343,341,364,364,365,3-Bromo-9H-carbazole,RSY15,1592-95-6,246.1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CO,Methanol,0.6997,0.0271,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CO,0.02621327222060943,0.7259132722206094
112,300,186,350,70,248,248,249,Prednisolone,CA160,50-24-8,360.44,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,CO,Methanol,0.9204,0.033,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO.CO,0.026205775507279427,0.9466057755072794
310,331,240,236,287,14,14,14,Histamine,CB45,51-45-6,111.0,C1=C(NC=N1)CCN,CO,Methanol,0.5592,0.0322,C1=C(NC=N1)CCN.CO,0.02614519919782088,0.5853451991978209
173,165,130,202,257,182,182,182,"1,2-Dimethoxybenzene",Z18,91-16-7,138.0,COC1=CC=CC=C1OC,CO,Methanol,0.5779,0.0193,COC1=CC=CC=C1OC.CO,0.026013981145224796,0.5518860188547752
140,146,142,166,217,415,415,416,"1,3-dioxoisoindolin-2-yl cyclohexanecarboxylate",,,273.100108,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,CO,Methanol,0.9667,0.0099,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3.CO,0.02599656408125517,0.9407034359187448
211,159,151,174,231,97,97,97,4-nitrophenol,Z130,100-02-7,139.0,OC1=CC=C([N+]([O-])=O)C=C1,CO,Methanol,0.4229,0.0359,OC1=CC=C([N+]([O-])=O)C=C1.CO,0.02575939536513,0.39714060463487
123,231,200,118,286,399,399,400,_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CO,Methanol,1.0,0.0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C.CO,0.025494890706780793,0.9745051092932192
90,81,97,139,86,46,46,46,4-Acetoamidophenol,AP37,103-90-2,151.0633285,OC1=CC=C(NC(C)=O)C=C1,CO,Methanol,0.8367,0.0065,OC1=CC=C(NC(C)=O)C=C1.CO,0.025412215636490654,0.8112877843635093
329,208,255,248,398,310,310,311,"3,3'-dimethylnaphthidine","K14, T73",13138-48-2,312.1626486,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34,CO,Methanol,1.0,0.0,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34.CO,0.025359146133673627,0.9746408538663264
334,365,360,357,316,28,28,28,Anthranilic acid ,CR1,118-92-3,137.0476785,NC1=CC=CC=C1C(O)=O,CO,Methanol,0.7497,0.0388,NC1=CC=CC=C1C(O)=O.CO,0.024951793887511453,0.7746517938875115
326,369,344,385,305,223,223,224,Methyl red sodium salt,CA189,845-10-3,291.098371,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O,CO,Methanol,0.9519,0.0336,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O.CO,0.024577229615706853,0.9764772296157068
325,340,297,324,344,288,288,289,Ibuprofen,AP10,15687-27-1,206.1306798,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CO,Methanol,0.9888,0.0011,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C.CO,0.023670911896024438,1.0124709118960245
202,286,287,380,233,60,60,60,4-Fluoroaniline,CJ64,371-40-4,111.0484274,NC1=CC=C(F)C=C1,CO,Methanol,0.2449,0.0473,NC1=CC=C(F)C=C1.CO,0.023628019296016878,0.2685280192960169
308,280,304,237,292,213,213,214,tert-Butylhydroquinone,CQ21,1948-33-0,166.0993797,OC1=CC=C(O)C=C1C(C)(C)C,CO,Methanol,0.9821,0.0051,OC1=CC=C(O)C=C1C(C)(C)C.CO,0.023565933720270604,0.9585340662797294
278,323,333,388,352,379,379,380,,Z172,1611-92-3,249.0,CC1=CC(=CC(=C1)Br)Br,CO,Methanol,0.602,0.0124,CC1=CC(=CC(=C1)Br)Br.CO,0.023365409205513332,0.6253654092055133
138,83,133,281,134,59,59,59,"3,6-Dichloropyridazine",CC1,141-30-0,147.9595034,ClC1=NN=C(Cl)C=C1,CO,Methanol,0.1452,0.0552,ClC1=NN=C(Cl)C=C1.CO,0.022857899397926595,0.1680578993979266
255,238,298,252,276,392,392,393,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CO,Methanol,0.9935,0.0005,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CO,0.02258467844604528,0.9709153215539548
