,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_measured
136,109,87,62,85,171,171,171,bis(4-hydroxyphenyl)methanone,Z46,611-99-4,214.0,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,CO,Methanol,0.955,0.0064,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2.CO,0.0224359824176662,0.9325640175823338
318,376,223,395,301,88,88,88,(R)-(+)-1-(4-Methoxyphenyl)ethylamine 5G,CA162,22038-86-4,151.0,N[C@@H](C1=CC=C(OC)C=C1)C,CO,Methanol,0.6886,0.0234,N[C@@H](C1=CC=C(OC)C=C1)C.CO,0.022370491201070486,0.7109704912010705
351,312,282,216,258,96,96,96,,Z70,581-43-1,160.0,OC1=CC2=CC=C(O)C=C2C=C1,CO,Methanol,0.7781,0.0248,OC1=CC2=CC=C(O)C=C2C=C1.CO,0.022089382972855565,0.8001893829728556
344,354,374,274,383,137,137,137,,Z176,454-92-2,190.0,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,CO,Methanol,0.8767,0.0064,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O.CO,0.021955665276594316,0.8986556652765944
180,232,206,168,130,413,413,414,Quinaldic acid,,100-21-0,166.0266087,O=C(O)C1=CC=C(C(O)=O)C=C1,CO,Methanol,0.9425,0.011,O=C(O)C1=CC=C(C(O)=O)C=C1.CO,0.021821359272789165,0.9206786407272108
186,220,216,184,235,130,130,130,(R)-(?)-2-Phenylbutyric acid,CA154,938-79-4,164.2,CC[C@@H](C(=O)O)c1ccccc1,CO,Methanol,0.9782,0.0004,CC[C@@H](C(=O)O)c1ccccc1.CO,0.021644380186786716,0.9565556198132132
267,226,330,342,328,37,37,37,"2-AMINOPHENOL, 98%",D26,95-55-6,109.0,OC1=CC=CC=C1N,CO,Methanol,0.4164,0.0284,OC1=CC=CC=C1N.CO,0.021293014620112793,0.3951069853798872
199,178,164,84,149,337,337,338,"1,3-Dibenzoylbenzene",D29,3770-82-9,286.0,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3,CO,Methanol,0.969,0.0044,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3.CO,0.020830880083869574,0.9481691199161304
285,339,346,375,359,378,378,379,,Z172,1611-92-3,249.0,CC1=CC(=CC(=C1)Br)Br,CO,Methanol,0.605,0.0375,CC1=CC(=CC(=C1)Br)Br.CO,0.02036540920551333,0.6253654092055133
271,244,293,284,362,165,165,165,Tenoxicam,RB34,59804-37-4,337.0190978,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CO,Methanol,0.9985,0.0006,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O.CO,0.020329220712529072,0.978170779287471
210,310,364,308,230,61,61,61,4-aminobenzonitrile,Z140,873-74-5,118.0,N#CC1=CC=C(N)C=C1,CO,Methanol,0.314,0.0579,N#CC1=CC=C(N)C=C1.CO,0.020313685467489573,0.3343136854674896
343,283,273,322,390,414,414,415,"1,3-dioxoisoindolin-2-yl cyclopropanecarboxylate",,,231.0531578,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3,CO,Methanol,0.908,0.0039,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3.CO,0.01858208188311339,0.9265820818831134
335,273,377,382,382,149,149,149,Acetamiprid,AP44,135410-20-7,222.067224,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CO,Methanol,0.8596,0.0116,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CO,0.018356663645734295,0.8779566636457343
214,320,355,311,234,65,65,65,4-Aminobenzonitrile,CA119,873-74-5,118.0530982,N#CC1=CC=C(N)C=C1,CO,Methanol,0.3161,0.0233,N#CC1=CC=C(N)C=C1.CO,0.018213685467489582,0.3343136854674896
256,334,353,335,248,327,327,328,Fenbendazole,RB24,43210-67-9,299.0728477,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,CO,Methanol,0.952,0.0092,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O.CO,0.0179748662817516,0.9699748662817516
110,144,159,95,122,256,256,257,"4,4'-Dimethyl-2,2'-bipyridyl",Z5,1134-35-6,184.0,CC1=CC(C2=NC=CC(C)=C2)=NC=C1,CO,Methanol,0.9444,0.0123,CC1=CC(C2=NC=CC(C)=C2)=NC=C1.CO,0.017886844760778176,0.9265131552392218
360,333,324,371,283,363,363,364,,Z166,120-82-1,181.0,C1=CC(=C(C=C1Cl)Cl)Cl,CO,Methanol,0.3947,0.0228,C1=CC(=C(C=C1Cl)Cl)Cl.CO,0.017751509797992393,0.4124515097979924
333,363,322,374,295,70,70,70,"2,2'-DITHIODIBENZOIC ACID, >=95.0%",CD5,119-80-2,306.0,OC(=O)c1ccccc1SSc2ccccc2C(O)=O,CO,Methanol,0.9907,0.0056,OC(=O)c1ccccc1SSc2ccccc2C(O)=O.CO,0.01752893332812,1.00822893332812
261,260,246,246,271,393,393,394,Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CO,Methanol,1.0,0.0,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC.CO,0.017474347226068,0.982525652773932
257,186,237,286,403,199,199,199,,Z22,626-05-1,235.0,BrC1=CC=CC(Br)=N1,CO,Methanol,0.3687,0.0619,BrC1=CC=CC(Br)=N1.CO,0.01739016866291493,0.3513098313370851
222,209,259,182,351,184,184,184,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9501,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO,0.01679442300211731,0.9333055769978826
279,322,316,338,381,221,221,222,(+)-Quinidine,CA108,56-54-2,324.42,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CO,Methanol,0.9994,0.0004,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.CO,0.016668316186805643,1.0160683161868056
218,359,291,330,182,365,365,366,,Z30,626-00-6,330.0,IC1=CC(I)=CC=C1,CO,Methanol,0.4111,0.0118,IC1=CC(I)=CC=C1.CO,0.016565130825832053,0.4276651308258321
339,303,350,376,310,9,9,9,Hexamethylenetetramine,CF24,100-97-0,140.19,C1N2CN3CN1CN(C2)C3,CO,Methanol,0.9688,0.0091,C1N2CN3CN1CN(C2)C3.CO,0.015622488835146386,0.9844224888351464
270,258,370,389,307,189,189,189,Piroxicam,RB38,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CO,Methanol,0.9869,0.0017,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CO,0.015457768096103552,1.0023577680961036
289,224,221,234,319,303,303,304,,Z28,91-44-1,231.0,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,CO,Methanol,0.9872,0.0037,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1.CO,0.01538463495957576,0.9718153650404242
290,375,342,293,227,144,144,144,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CO,Methanol,0.3449,0.1353,COc1ncc(Br)cn1.CO,0.015382475230750203,0.3602824752307502
299,337,213,331,345,261,261,262,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CO,Methanol,0.7398,0.0048,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CO,0.015375532035276418,0.7551755320352764
366,307,348,361,367,383,383,384,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CO,Methanol,0.8698,0.0048,C=Cc1ccc(C(C)(C)C)cc1.CO,0.015253637308329848,0.8850536373083299
294,325,319,337,394,369,369,370,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CO,Methanol,1.0,0.0,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CO,0.015036493769754244,1.0150364937697542
331,243,270,256,365,326,326,327,Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CO,Methanol,1.0,0.0,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC.CO,0.014894171265791512,1.0148941712657915
346,371,194,210,375,83,83,83,"PYROMELLITIC DIIMIDE, 97%",D24,2550-73-4,216.0,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12,CO,Methanol,0.9453,0.0037,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12.CO,0.014863001157014333,0.9601630011570144
144,256,215,243,135,368,368,369,"1,3-Diiodobenzene",Z35,626-00-6,329.0,IC1=CC(I)=CC=C1,CO,Methanol,0.4421,0.0665,IC1=CC(I)=CC=C1.CO,0.01443486917416792,0.4276651308258321
184,166,261,203,160,405,405,406,"1,5-Diaminonaphthalene",CK5,771-97-1,158.0843983,NC1=CC=CC2=C(N)C=CC=C12,CO,Methanol,0.6239,0.0599,NC1=CC=CC2=C(N)C=CC=C12.CO,0.014414852928220534,0.6383148529282205
356,189,260,190,284,322,322,323,rac-BINOL,D32,18531-94-7,286.33,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1,CO,Methanol,1.0,0.0,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1.CO,0.014329224572707577,1.0143292245727076
265,262,180,227,239,68,68,68,Atenolol,AP1 ,29122-68-7,266.0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CO,Methanol,0.992,0.0011,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O.CO,0.013737502674942004,1.005737502674942
353,285,193,156,400,177,177,177,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5122,0.0407,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO,0.0136628573104417,0.4985371426895583
204,203,201,171,107,386,386,387,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CO,Methanol,1.0,0.0,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CO,0.013406007148733967,0.986593992851266
281,282,242,368,353,140,140,140,"2-METHOXY-5-NITROANILINE, 98%",CA2,99-59-2,168.0,COc1ccc(cc1N)[N+]([O-])=O,CO,Methanol,0.5166,0.0442,COc1ccc(cc1N)[N+]([O-])=O.CO,0.013285987478769301,0.5298859874787692
249,271,275,158,206,207,207,208,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CO,Methanol,0.9492,0.0027,CC(C)(C)OC(=O)N1CCC(C1)O.CO,0.013165175955997754,0.9623651759559978
247,360,248,214,350,186,186,186,"1,5-Difluoro-2,4-dinitrobenzene",CA61,327-92-4,203.998263,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],CO,Methanol,0.6065,0.073,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-].CO,0.012980568801455372,0.6194805688014554
241,367,351,332,200,58,58,58,Sulfamethoxazole,AP38,723-46-6,253.0,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,CO,Methanol,1.0,0.0,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1.CO,0.01244598500015126,1.0124459850001513
253,305,257,225,261,163,163,163,"5,6-dimethoxy-2,3-dihydroinden-1-one",Z75,2107-69-9,192.0,COC1=C(C=C2C(=C1)CCC2=O)OC,CO,Methanol,0.9014,0.0203,COC1=C(C=C2C(=C1)CCC2=O)OC.CO,0.012182862930406602,0.8892171370695934
233,281,219,316,180,275,275,276,"BROMOBENZENE, REAGENTPLUS, 99%",D15,108-86-1,156.0,Brc1ccccc1,CO,Methanol,0.1366,0.0509,Brc1ccccc1.CO,0.012095995975180213,0.1486959959751802
213,134,161,165,110,263,263,264,"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CO,Methanol,0.9998,0.0001,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1.CO,0.011168705511406474,0.9886312944885935
305,335,262,358,280,396,396,397,"2,6-Di-tert-butyl-4-methylpyridine",Z146,38222-83-2,205.0,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C,CO,Methanol,0.9999,,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C.CO,0.011097172124232335,1.0109971721242323
243,210,258,265,291,208,208,209,Naproxen,RB28,22204-53-1,230.0942943,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,CO,Methanol,0.9898,0.0017,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O.CO,0.011036671888534855,0.9787633281114652
307,336,263,359,281,395,395,396,"2,6-DI-TERT-BUTYL-4-METHYLPYRIDINE, 98%",D14,38222-83-2,205.0,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,CO,Methanol,1.0,0.0,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C.CO,0.010997172124232346,1.0109971721242323
330,298,232,282,314,168,168,168,Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CO,Methanol,0.9891,0.0024,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O.CO,0.010760640765964835,0.9998606407659648
280,213,366,297,372,29,29,29,Nicotinamide,AP27,98-92-0,122.0,C1=CC(=CN=C1)C(=O)N,CO,Methanol,0.5022,0.0246,C1=CC(=CN=C1)C(=O)N.CO,0.010626013648528998,0.512826013648529
336,338,314,209,313,347,347,348,,Z68,2571-39-3,210.0,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2,CO,Methanol,0.8752,0.0351,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2.CO,0.010173139055117852,0.8853731390551178
311,326,265,334,254,210,210,211,"1,4-Dimethoxybenzene",CK2,150-78-7,138.0680796,COC1=CC=C(OC)C=C1,CO,Methanol,0.3543,0.0192,COC1=CC=C(OC)C=C1.CO,0.010127515870259174,0.3644275158702592
203,93,179,157,158,291,291,292,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CO,Methanol,0.8151,0.07,OC1=CC=CC=C1C2=CC=CC=C2.CO,0.009795520426582827,0.8053044795734172
324,246,339,229,293,381,381,382,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CO,Methanol,1.0,0.0,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CO,0.009297758859320604,0.9907022411406794
262,304,274,294,269,359,359,360,Propiconazole,RB44,60207-90-1,341.0697821,CCCC(CO1)OC1(C2=C(Cl)C=C(Cl)C=C2)CN3N=CN=C3,CO,Methanol,0.9791,0.001,CCCC(CO1)OC1(C2=C(Cl)C=C(Cl)C=C2)CN3N=CN=C3.CO,0.009117989267032334,0.9699820107329676
364,316,376,344,324,249,249,250,"4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol",CK 32,27955-94-8,306.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,CO,Methanol,1.0,0.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.CO,0.00890400528466384,1.0089040052846638
283,275,327,231,333,112,112,112,"5-(trifluoromethyl)benzene-1,3-diamine",Z179,368-53-6,176.0,C1=C(C=C(C=C1N)N)C(F)(F)F,CO,Methanol,0.8223,0.0119,C1=C(C=C(C=C1N)N)C(F)(F)F.CO,0.008383805081085716,0.8139161949189143
362,230,198,360,384,252,252,253,"4'-BROMOACETOPHENONE, 98%",D19,99-90-1,198.0,CC(=O)c1ccc(Br)cc1,CO,Methanol,0.596,0.03,CC(=O)c1ccc(Br)cc1.CO,0.00813793967947396,0.587862060320526
236,321,358,363,237,343,343,344,Mometasone Furoate,AP11,83919-23-7,520.141944,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CO,Methanol,0.9876,0.007,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.CO,0.007996410537223997,0.995596410537224
224,351,256,292,277,400,400,401, Artemisinin  ,AP6,63968-64-9,282.1467238,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,CO,Methanol,0.9983,0.0008,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C.CO,0.007825883855591576,1.0061258838555915
286,277,145,226,303,203,203,204,"2,5-Dimethoxybenzaldehyde",Z50,93-02-7,166.0,COC1=CC(=C(C=C1)OC)C=O,CO,Methanol,0.6933,0.0089,COC1=CC(=C(C=C1)OC)C=O.CO,0.00771490909381356,0.7010149090938136
357,221,306,235,325,231,231,232,"2,5-Dimethylphenol",CQ25,95-87-4,122.0731649,OC1=CC(C)=CC=C1C,CO,Methanol,0.7269,0.0087,OC1=CC(C)=CC=C1C.CO,0.0075069620768092316,0.7193930379231908
340,240,285,314,395,403,403,404,Sulindac,AP54,38194-50-2,356.0882436,CC1=C(C2=CC(F)=CC=C2/C1=C\C3=CC=C(S(C)=O)C=C3)CC(O)=O,CO,Methanol,0.9976,0.0003,CC1=C(C2=CC(F)=CC=C2/C1=C\C3=CC=C(S(C)=O)C=C3)CC(O)=O.CO,0.007243965746447589,0.9903560342535525
132,350,243,352,183,204,204,205,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CO,Methanol,1.0,0.0,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CO,0.006958313029591379,0.9930416869704086
235,241,252,199,219,259,259,260,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CO,Methanol,0.9818,0.0132,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.CO,0.006796957060061226,0.9885969570600612
288,344,284,394,297,120,120,120,5-Nitro-2-oxindole,CA95,20870-79-5,178.0378421,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1,CO,Methanol,0.7548,0.0653,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1.CO,0.006710941329799436,0.7480890586702006
323,348,318,271,244,145,145,145,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CO,Methanol,0.3537,0.1125,COc1ncc(Br)cn1.CO,0.006582475230750173,0.3602824752307502
251,255,205,276,337,181,181,181,"1,2-Dimethoxybenzene",Z18,91-16-7,138.0,COC1=CC=CC=C1OC,CO,Methanol,0.5454,0.0534,COC1=CC=CC=C1OC.CO,0.006486018854775177,0.5518860188547752
156,171,321,323,296,228,228,229,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CO,Methanol,0.82,0.0849,c1ccc(-c2nc3ccccc3[nH]2)cc1.CO,0.006243540217802934,0.813756459782197
301,265,236,177,223,95,95,95,,Z70,581-43-1,160.0,OC1=CC2=CC=C(O)C=C2C=C1,CO,Methanol,0.794,0.0338,OC1=CC2=CC=C(O)C=C2C=C1.CO,0.006189382972855539,0.8001893829728556
316,177,294,362,385,111,111,111,"3,5-Dimethoxyaniline",Z3,10272-07-8,153.0,NC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.632,0.0586,NC1=CC(OC)=CC(OC)=C1.CO,0.006161782274080374,0.6381617822740804
209,103,94,144,209,39,39,39,"2,5-Furandicarbaldehyde",RB2,823-82-5,124.0,C1=C(OC(=C1)C=O)C=O,CO,Methanol,0.6013,0.015,C1=C(OC(=C1)C=O)C=O.CO,0.005974336845349315,0.6072743368453493
306,357,362,381,282,159,159,159,4-chloroaniline,Z142,106-47-8,127.0,NC1=CC=C(Cl)C=C1,CO,Methanol,0.2396,0.0578,NC1=CC=C(Cl)C=C1.CO,0.00527633989821602,0.234323660101784
300,287,329,356,332,355,355,356,Tebuconazole,RB40,107534-96-3,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CO,Methanol,0.9972,0.0005,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CO,0.0051577680961035766,1.0023577680961036
349,274,292,386,357,185,185,185,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CO,Methanol,0.7463,0.0818,OC1CCC2=C1C=CC=C2.CO,0.00479627235742075,0.7415037276425792
276,293,253,315,387,416,416,417,"1,3-dioxoisoindolin-2-yl adamantane-1-carboxylate",,,325.1314081,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5,CO,Methanol,0.9985,0.0002,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5.CO,0.004696500511145674,0.9938034994888544
151,132,157,196,202,360,360,361,Di-p-tolylamine,D27,620-93-9,197.0,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,CO,Methanol,0.7659,0.047,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1.CO,0.0046453032085890245,0.761254696791411
347,319,211,169,369,176,176,176,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5029,0.0231,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO,0.004362857310441726,0.4985371426895583
295,279,272,320,336,110,110,110,Enoxacin,AP51,74011-58-8,320.1284686,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O,CO,Methanol,1.0,0.0,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O.CO,0.00425970284056465,1.0042597028405646
287,341,312,393,348,314,314,315,"4,4'-(9H-fluorene-9,9-diyl)dianiline",Z139,15499-84-0,348.0,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N,CO,Methanol,0.9997,0.0004,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N.CO,0.003539649917000065,0.996160350083
127,136,126,153,142,357,357,358,4-bromo-2-(4-bromopyridin-2-yl)pyridine,Z27,18511-71-2,313.0,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br,CO,Methanol,0.8516,0.0218,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br.CO,0.003466597309632058,0.8550665973096321
358,269,172,278,402,260,260,261,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CO,Methanol,0.7582,0.0318,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CO,0.003024467964723554,0.7551755320352764
274,366,382,367,267,238,238,239,Methyl orange,"Q26, N30",547-58-0,327.0653566,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O,CO,Methanol,1.0,0.0,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O.CO,0.0014063600969256296,1.0014063600969256
200,250,192,233,338,375,375,376,"1,2,4,5-Tetrakis(bromomethyl) benzene","CB31, CB41",15442-91-8,445.7515987,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1,CO,Methanol,0.9468,0.0339,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1.CO,0.0012898385389784606,0.9480898385389784
332,342,363,366,364,389,389,390,,Z57,1074-24-4,263.0,CC1=CC(Br)=C(C)C=C1Br,CO,Methanol,0.7864,0.0362,CC1=CC(Br)=C(C)C=C1Br.CO,0.0006478967161915872,0.7870478967161916
175,185,138,136,92,271,271,272,6-Chloroindole,RSY12,17422-33-2,151.59,C1=CC(=CC2=C1C=CN2)Cl,CO,Methanol,0.3919,0.0555,C1=CC(=CC2=C1C=CN2)Cl.CO,0.00037956060397953406,0.3915204393960205
